gid;id_com;code_arm;coddep;ident;id_cad;adresse;pos_rese;marque;etat_foy;type_amp;plamp;boite_cl;cable_de_t;type_app;code_sup;type_sup;etat_sup;commun_edf;hauteur;crosse;etat_cro;commenta;source;dat_source;id_cad_2;boitier_cl;class_lum;cod_dep;cos_p;id_cad_1;idnum;inten;malt_cand;mode;prise_ilum;puis;tens;vasque;color_coff;date_valid;modified_b;lon;lat
25759;840087;100;;004;004a10020170719114408;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;;100-022;;;004a10020170719114408;Non;;a;0,0;;0;0,0;Oui (Tresse);OPALE;NON;0;0;Correct;#8ABBDB;;;843674,1193703124;6339535,799502335
25760;840087;105;;004;004a10520170719114407;;;SCHREDER;Moyen;SHP;150;;;;;;;NON;0,0;0,0;;;;;004a10520170719114407;Oui (A) Fusible;A;a;0,0;;0;0,0;;Z2;NON;0;0;Correct;#D00551;;;845919,9070309764;6337699,08835612
25761;840087;106;;004;004a10620170817160825;;;ECLATEC;Correct;LED;40;;;;;;;/;0,0;0,0;correct;;;;004a10620170817160825;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);PIXEL;NON;0;0;Correct;#B5B372;;;843718,6917715425;6340451,11826556
25762;840087;107;;004;004a10720170817115902;;;MAZDA;Vétuste;BF;125;;;;;;;OUI;0,0;0,0;correct;Lampe éteinte;;;004a10720170817115902;Oui (A) Fusible;;a;0,0;;0;0,0;/;EPA;NON;0;0;Absente;#48A2BA;;;843816,7415054241;6339870,158692887
25763;840087;113;;004;004a11320170719142237;;;ECLATEC 173;Moyen;IM;100;;;;;;;NON;0,0;0,0;;;;;004a11320170719142237;Oui (S) Fusible;A;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#BA9289;;;845658,4216399658;6338074,151717568
25764;840087;116;;004;004a11620170925122131;;;LANTERNE DE STYLE (SR);Moyen;SHP;100;;;;;;;/;0,0;0,0;correct;;;;004a11620170925122131;Non;;a;0,0;;0;0,0;/;;NON;0;0;Correct;#397C1B;;;845662,0145223325;6339501,449332392
25765;840087;083;;040;040d08320171019111042;;;MAZDA;Vétuste;BF;125;;;;;;;OUI;0,0;0,0;moyen;;;;040d08320171019111042;Oui (A) Fusible;;d;0,0;;0;0,0;/;EPA;NON;0;0;Absente;#A8CB7D;;;844835,3066242777;6340010,096273708
25766;840087;118;;004;004a11820170926100837;;;INDAL;Correct;SHP;100;;;;;;;OUI;0,0;0,0;moyen;;;;004a11820170926100837;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Absente;#4DDD8C;;;845794,2622983418;6339800,187176992
25767;840087;124;;004;004a12420171019123432;;;ECLATEC;Correct;IM;150;;;;;;;/;0,0;0,0;correct;;;;004a12420171019123432;Non (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#7EE066;;;844812,2404027809;6339778,6040155245
25768;840087;150;;004;004a15020171023104641;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;004a15020171023104641;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#0F8E88;;;844648,0651003724;6339801,697072674
25769;840087;152;;004;004a15220171017144103;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;004a15220171017144103;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#7D0FAA;;;844635,6466670113;6340329,193915603
25770;840087;157;;004;004a15720170920114123;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;004a15720170920114123;Non (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);OPALE;NON;0;0;Correct;#8B653F;;;845248,0560703494;6339906,851458625
25771;840087;159;;004;004a15920170823153821;;;VOIR PH 105-009-010;Moyen;BF;125;;;;;;;/;0,0;0,0;/;;;;004a15920170823153821;Non (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#24497D;;;843945,9231890243;6340660,70605845
25772;840087;168;;004;004a16820171017142654;;;BOULE;Vétuste;BF;80;;;;;;;/;0,0;0,0;;CACHE PAR LES ARBRES;;;004a16820171017142654;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);OPALE;NON;0;0;Sale;#FD245C;;;844522,668488575;6340666,27016095
25773;840087;203;;004;004a20320170831144638;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;004a20320170831144638;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#C9C295;;;844170,9474599515;6339628,358489543
25774;840087;204;;004;004a20420170920102058;;;INDAL;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;004a20420170920102058;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#F88BD0;;;845165,8507878997;6339923,56322338
25775;840087;040;;040;040e04020170830110609;;;PH 101-009-010;Correct;SHP;250;;;;;;;/;0,0;0,0;correct;;;;040e04020170830110609;Oui (S) Fusible;;e;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#E70328;;;844211,6229163653;6340896,70200929
25776;840087;225;;004;004a22520170718125831;;;DISANO;Correct;SHP;100;;;;;;;/;0,0;0,0;;;;;004a22520170718125831;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);CLIMA;NON;0;0;Correct;#E027F5;;;843407,0840625563;6339743,945569276
25777;840087;087;;040;040e08720171030122315;;;PH100-7;Correct;IM;100;;;;;;;/;0,0;0,0;Sans objet;;;;040e08720171030122315;Oui (S) Fusible;;e;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#DBB2F8;;;846114,2920773581;6339020,600493914
25778;840087;230;;004;004a23020170926154946;;;MAZDA;Vétuste;SHP;150;;;;;;;OUI;0,0;0,0;correct;;;;004a23020170926154946;Oui (A) Fusible;;a;0,0;;0;0,0;/;EPA;NON;0;0;Absente;#78A2D7;;;845871,0495488944;6342014,537725016
25779;840087;250;;004;004a25020170830153805;;;ECLATEC;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;004a25020170830153805;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#376B16;;;844016,7280904639;6340037,561662196
25780;840087;257;;004;004a25720170822130257;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;004a25720170822130257;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#B1B3E5;;;843862,6662311514;6340798,2422284875
25781;840087;301;;004;004a30120170817124837;;;SCHREDER;Moyen;SHP;100;;;;;;;/;0,0;0,0;/;;;;004a30120170817124837;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);SINTRA;NON;0;0;Sale;#A6E68C;;;843700,782266895;6340145,873784268
25782;840087;303;;004;004a30320170817152718;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;004a30320170817152718;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);BTX;NON;0;0;Correct;#D9C6F1;;;843445,6349343668;6340154,037104934
25783;840087;XX1;;004;004aXX120170719102738;;;SCHREDER;Correct;LED;48;;;;;;;/;0,0;0,0;;;;;004aXX120170719102738;Oui (A) Fusible;;a;0,0;;0;0,0;/;AMPERA;NON;0;0;Correct;#D5DCAE;;;843360,4716946457;6339909,148407336
25784;840087;XX2;;004;004aXX220170831111852;;;THORN;Correct;SHP;100;;;;;;;/;0,0;0,0;/;;;;004aXX220170831111852;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);RIVIERA;NON;0;0;Correct;#30DF3F;;;843870,1925123744;6340282,770738471
25785;840087;XX3;;004;004aXX320170926163406;;;SCHREDER;Moyen;SHP;100;;;;;;;/;0,0;0,0;/;;;;004aXX320170926163406;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);SINTRA;NON;0;0;Correct;#C8F6CB;;;845971,516057964;6340451,873943894
25786;840087;079;;041;041020171120150629;;;MAZDA;;BF;125;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;c;;0,0;041020171120150629;0;1,5;S;EPA;OUI;0;6;Absente;#92DC5E;;;845935,8086137876;6339039,982827571
25787;840087;035;;004;004b03520170830134154;;;ECLATEC;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;004b03520170830134154;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#C39B95;;;844197,4962803912;6340405,020289965
25788;840087;039;;004;004b03920170822163640;;;SCHREDER;Vétuste;SHP;100;;;;;;;/;0,0;0,0;/;Lampe éteinte;;;004b03920170822163640;Non (S) Fusible;;b;0,0;;0;0,0;Non;SINTRA;NON;0;0;Correct;#F459AC;;;843906,9593180495;6341189,23490129
25789;840087;153;;041;041020171121120944;;;ECLATEC;;IM;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;b;;0,0;041020171121120944;0;1,5;AT 5fils;BTX;OUI;0;6;Correcte;#21BD1C;;;845600,288956006;6338828,037763651
25790;840087;064;;004;004b06420171113125400;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;004b06420171113125400;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#3E52BF;;;846254,5749558995;6338737,042195494
25791;840087;069;;004;004b06920171113143255;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;004b06920171113143255;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#66ADC8;;;847072,8488768984;6338540,008662373
25792;840087;074;;004;004b07420171017171100;;;SCHREDER;Moyen;SHP;150;;;;;;;/;0,0;0,0;moyen;PH10;;;004b07420171017171100;Oui (A) Fusible;;b;0,0;;0;0,0;Non;Z2;NON;0;0;Correct;#9E89E2;;;844558,5558821855;6340400,244564504
25793;840087;078;;004;004b07820171030165802;;;DISANO;Correct;LED;16;;;;;;;/;0,0;0,0;Sans objet;;;;004b07820171030165802;Oui (S) Fusible;;b;0,0;;0;0,0;Non;PH100-12;NON;0;0;Correct;#E3EACC;;;845622,2323084646;6338750,535222535
25794;840087;098;;004;004b09820170719114510;;;BOULE;VETUSTE;BF;125;;;;;;;/;0,0;0,0;;;;;004b09820170719114510;NON (S);;b;0,0;;0;0,0;NON;OPALE;NON;0;0;Correct;#249517;;;843613,2745929601;6339574,964227552
25795;840087;151;;004;004b15120171024102639;;;LANTERNE DE STYLE (AR);Correct;SHP;100;;;;;;;/;0,0;0,0;correct;;;;004b15120171024102639;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Sale;#FD0E19;;;844443,1917724458;6339753,723991461
25796;840087;158;;004;004b15820171026150115;;;;Vétuste;SHP;100;;;;;;;/;0,0;0,0;correct;BOULE OPALE;;;004b15820171026150115;Oui (S) Fusible;;b;0,0;;0;0,0;/;;NON;0;0;Correct;#AA0A73;;;846389,3327004283;6338924,808922994
25797;840087;168;;004;004b16820171017145211;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;004b16820171017145211;Oui (S) disj;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#FD245C;;;844519,7889791877;6340636,620882154
25798;840087;201;;004;004b20120171017100933;;;SCHREDER;Moyen;SHP;100;;;;;;;/;0,0;0,0;;;;;004b20120171017100933;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Absente;#B5F4B4;;;844262,9721871003;6341088,812420631
25799;840087;211;;004;004b21120171030111258;;;THORN;Moyen;SHP;100;;;;;;;/;0,0;0,0;Sans objet;;;;004b21120171030111258;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);PILOTE;NON;0;0;Correct;#D3B5B2;;;845216,6013615192;6339011,399535594
25800;840087;236;;004;004b23620171030160920;;;THORN;Moyen;SHP;100;;;;;;;/;0,0;0,0;Sans objet;;;;004b23620171030160920;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);RIVIERA;NON;0;0;Correct;#B98F69;;;846025,915701068;6338849,3409622125
25801;840087;253;;004;004b25320170926123311;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;004b25320170926123311;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#F8A1D2;;;845925,7301511762;6340554,669411503
25802;840087;081;;004;004c08120171017134224;;;SCHREDER;Moyen;SHP;100;;;;;;;OUI;0,0;0,0;correct;;;;004c08120171017134224;Oui (A) Fusible;;c;0,0;;0;0,0;Non;Z2;NON;0;0;Absente;#880489;;;844374,912798012;6340536,935087283
25803;840087;086;;041;041020171124141738;;;SCHREDER;;IM;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;c;;0,0;041020171124141738;0;1,5;AT 5fils;Z2;OUI;0;6;Correcte;#378D95;;;845327,3480145633;6339080,43575409
25804;840087;061;;041;041020171130152934;;;PH TEL 3;;SHP;250;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;AV DE COURREGES;b;;0,0;041020171130152934;0;0,1;S;;/;0;7;Absente;#254687;;;846453,3602907562;6338579,903375673
25805;840087;213;;041;041020171212112756;;;SCHREDER;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;AV DES CREMADES;c;;0,0;041020171212112756;0;1,0;S;Z2;/;0;7;Correct;#DAD4BB;;;847039,5263302596;6338415,008823547
25806;840087;046;;004;004d04620170830090400;;;INDAL;Correct;IM;100;;;;;;;NON;0,0;0,0;correct;;;;004d04620170830090400;Oui (A) Fusible;;d;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#AEF5E9;;;844014,1189432532;6340124,140861265
25807;840087;212;;004;004d21220171030151341;;;BOULE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;Sans objet;;;;004d21220171030151341;Oui (S) Fusible;;d;0,0;;0;0,0;Oui (V/J);CLAIR;NON;0;0;Correct;#AACAE6;;;845729,0750077486;6338675,46861265
25808;840087;049;;004;004g04920171024150449;;;VIEUX LUMINAIRE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;moyen;PH102-10-11;;;004g04920171024150449;Oui (A) Fusible;;g;0,0;;0;0,0;/;;NON;0;0;Correct;#669ED4;;;845338,1537314362;6339689,942261407
25809;840087;066;;041;041020171212162807;;;ECLATEC;;IM;150;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE ALBERT DE BELLEROCHE;b;;0,0;041020171212162807;0;0,2;S;BTX;/;0;7;Correct;#E90C74;;;846307,0165944626;6338014,17910683
25810;840087;214;;041;041020180110111520;;;VOIR PH 100-1;;LED;24;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ROUTE DE JONQUIERES;c;;0,0;041020180110111520;0;0,5;S;;/;0;4;Correct;#D2D2F0;;;846902,3513430435;6337648,647399324
25811;840087;122;;041;041020180111110003;;;ECLATEC;;SHP;100;;;;;;;;0,0;0,0;Correct;;;;;RUE PAUL MARIETON;d;;0,0;041020180111110003;0;0,5;AERO/S;BTX;/;0;7;Correct;#12957D;;;844965,0686231485;6339316,01112925
25812;840087;057;;041;041020180111144419;;;LUMIERES DE FRANCE;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;ROND POINT ROUTE DE JONQUIERES;c;;0,0;041020180111144419;0;0,0;S;EXPRESSION;/;0;8;Correct;#C4C68D;;;847707,6732262315;6337377,892632616
25813;840087;103;;041;041020180116102745;;;ECLATEC;;SHP;150;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE YVONNE PERTAT;a;;0,0;041020180116102745;0;0,0;S;BTX;/;0;7;Correct;#EADFDC;;;845764,6174092847;6337375,125688545
25814;840087;024;;041;041020180116154717;;;ECLATEC;;LED;18;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE SAINT EXUPERY;c;;0,0;041020180116154717;0;0,0;S;TWEET;/;0;6;Correct;#1BCE93;;;846347,7823335035;6337267,151133466
25815;840087;102;;041;041020180116165320;;;ECLATEC;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AVENUE DE VERDUN;d;;0,0;041020180116165320;0;1,0;S;BTX;/;0;8;Correct;#B3C171;;;846262,8916174329;6337803,304308132
25816;840087;256;;041;041020180116174500;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AV SAINT MARC;c;;0,0;041020180116174500;0;0,2;S;PIXEL;/;0;7;Correct;#53C42B;;;846058,2640009542;6336813,208800462
25817;840087;086;;005;005020171120103737;;;MAZDA;;SHP;250;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;c;;0,0;005020171120103737;0;1,5;AT 5fils;SOLAIR;OUI;0;6;Absente;#378D95;;;845511,6859744325;6339303,049172936
25818;840087;079;;005;005020171120135831;;;INDAL;;SHP;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;a;;0,0;005020171120135831;0;1,5;AT 5fils;IVA;OUI;0;6;Correcte;#92DC5E;;;846014,678815604;6339009,856443851
25819;840087;155;;005;005020171121101511;;;BOULE;;BF;125;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;a;;0,0;005020171121101511;0;1,5;AT 5fils;CLAIR;OUI;0;6;Sale;#331F7D;;;845224,6598624603;6338918,329123446
25820;840087;153;;005;005020171121104911;;;ECLATEC;;LED;20;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;a;;0,0;005020171121104911;0;1,5;AT 5fils;PIXEL;OUI;0;6;Correcte;#21BD1C;;;845332,1288714224;6338690,111840818
25821;840087;077;;005;005020171121163116;;;BOULE;;BF;125;;;;;;;/;0,0;0,0;Correct;Lampe éteinte;;;;RUE DE BELGIQUE;c;;0,0;005020171121163116;0;1,5;AT 5fils;CLAIR;OUI;0;6;Sale;#F34FF8;;;845422,353611595;6338840,62559792
25822;840087;154;;005;005020171130100844;;;INDAL;;SHP;100;;;;;;;/;0,0;0,0;Correct;;;;;IMP DES ANEMONES;a;;0,0;005020171130100844;0;1,0;AT 5fils;IVA;OUI;0;6;Absente;#25E5AF;;;845237,7197396879;6338777,738178777
25823;840087;067;;005;005020171130103141;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;RUE DES SABLES;a;;0,0;005020171130103141;0;0,2;S;BTX;/;0;6;Correct;#71953C;;;846089,4780204336;6338401,070429305
25824;840087;060;;005;005020171130122758;;;INDAL;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;RUE PICART LE DOUX;b;;0,0;005020171130122758;0;0,0;S;IJB;/;0;4;Correct;#FB8DEA;;;846354,9655778472;6338318,417566684
25825;840087;061;;005;005020171130142039;;;BOULE;;BF;125;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;RUE GERARD DE NARVAL;a;;0,0;005020171130142039;0;0,0;S;OPALE;/;0;3;Correct;#254687;;;846580,5669139919;6338627,32595698
25826;840087;217;;005;005020171130162814;;;INDAL;;SHP;100;;;;;;;/;0,0;0,0;Correct;;;;;ART ROYAL;a;;0,0;005020171130162814;0;1,2;AT 5fils;IVA;OUI;0;7;Correct;#137346;;;846353,5003770229;6337906,029258194
25827;840087;213;;005;005020171212110425;;;SCHREDER;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;AV DES CREMADES;a;;0,0;005020171212110425;0;1,0;S;Z2;/;0;7;Correct;#DAD4BB;;;846507,4317878918;6338421,911280014
25828;840087;053;;005;005020171212140951;;;BOULE;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;RUE CLAUDE MONET;a;;0,0;005020171212140951;0;0,0;S;CLAIR;/;0;4;Correct;#384EA4;;;846874,1374298757;6338313,13719811
25829;840087;065;;005;005020171212150149;;;ECLATEC;;LED;48;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE DE MEYNE CLAIRE;a;;0,0;005020171212150149;0;0,2;S;PIXEL 2;/;0;7;Correct;#9465DA;;;845970,6514454293;6338250,048658159
25830;840087;066;;005;005020171212154809;;;MAZDA;;BF;125;;;;;;;/;0,0;0,0;Vétuste;;;;;CH RUE DES PYRENEES;a;;0,0;005020171212154809;0;0,5;AT 2fils;EPA;NON;0;7;Absente;#E90C74;;;846025,2974770013;6338118,261849884
25831;840087;145;;005;005020171226134710;;;ECLATEC;;SHP;70;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;PARKING ISABELLE DE FRANCE;a;;0,0;005020171226134710;0;0,2;S;BTX;/;0;6;Correct;#9E81DE;;;844775,8939252963;6339540,470783792
25832;840087;214;;005;005020180110103434;;;THORN;;SHP;70;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;RUE KATYN;a;;0,0;005020180110103434;0;0,0;S;PILOTE;/;0;3;Absente;#D2D2F0;;;846445,0237949272;6337956,908474268
25833;840087;XX5;;005;005020180110141309;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ART ROYAL;a;;0,0;005020180110141309;0;0,2;S;BTX;/;0;6;Correct;#6AE28D;;;846843,6904156203;6337559,276129105
25834;840087;XX6;;005;005020180110151054;;;INDAL;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;LOT CH COSTIERES DU COUDOULET;a;;0,0;005020180110151054;0;0,0;S;IVA;/;0;5;Correct;#FAC0E9;;;846837,5332567075;6337636,067891461
25835;840087;XX7;;005;005020180110153354;;;INDAL;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE DU COTEAU;a;;0,0;005020180110153354;0;0,0;S;IVA;/;0;6;Correct;#6B4B34;;;846660,7371450135;6337524,101517316
25836;840087;122;;005;005020180111111035;;;ECLATEC;;IM;100;;;;;;;/;0,0;0,0;Correct;;;;;PARKING MAZARIN;b;;0,0;005020180111111035;0;0,5;S;BTX;/;0;7;Correct;#12957D;;;845086,2371996912;6339416,434733202
25837;840087;X10;;041;041020180117104635;;;ECLATEC;;IM;70;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ALLEE SAUVIGNON;a;;0,0;041020180117104635;0;0,2;S;BTX;/;0;5;Correct;#97EBC0;;;845829,6691213364;6337063,729468317
25838;840087;115;;005;005020180111160810;;;GC ILLUMINATION;;SHP;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE CONTRESCARPE;a;;0,0;005020180111160810;0;1,0;AN;FG;/;0;7;Absente;#569622;;;845008,3258974379;6339146,78706436
25839;840087;103;;005;005020180116095751;;;ECLATEC;;SHP;150;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ROND POINT;a;;0,0;005020180116095751;0;0,0;S;BTX;/;0;7;Correct;#EADFDC;;;845634,1840186501;6337501,600453118
25840;840087;164;;005;005020180116110715;;;VIEUX LUMINAIRE;;SHP;70;;;;;;;/;0,0;0,0;Vétuste;;;;;RUE DES CHENES VERT;a;;0,0;005020180116110715;0;0,7;AT 5fils;;OUI;0;7;Absente;#6C6B39;;;846204,5676365303;6336732,592830544
25841;840087;025;;005;005020180116115238;;;DISANO;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;CLOS ST JACQUES;a;;0,0;005020180116115238;0;0,0;S;CLIMA;/;0;4;Correct;#234F5D;;;845936,9807916355;6337507,853774718
25842;840087;024;;005;005020180116121102;;;ECLATEC;;LED;18;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE CHARLES BEAUDELAIRE;b;;0,0;005020180116121102;0;0,0;S;TWEET;/;0;6;Correct;#1BCE93;;;846292,3415521639;6337173,180903897
25843;840087;027;;005;005020180116142454;;;DISANO;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;CLOS ST JACQUES;b;;0,0;005020180116142454;0;0,0;S;CLIMA;/;0;4;Correct;#BFB6EB;;;846089,0158939607;6337513,941960477
25844;840087;XX9;;005;005020180116153753;;;THORN;;SHP;70;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ALLEE DES PASTOURELLES;a;;0,0;005020180116153753;0;0,0;S;RIVIERA;/;0;5;Correct;#CD6CF1;;;845665,129043348;6337352,089855092
25845;840087;102;;005;005020180116160719;;;SCHREDER;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ROND POINT;a;;0,0;005020180116160719;0;1,5;S;Z2;/;0;8;Correct;#B3C171;;;846195,4151174496;6337644,266954823
25846;840087;252;;005;005020180116162814;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE DU DR ALLAUZENE;a;;0,0;005020180116162814;0;0,2;S;BTX;/;0;6;Correct;#FB5D90;;;846152,8251483983;6337155,726951047
25847;840087;256;;005;005020180116173900;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AV SAINT MARC;a;;0,0;005020180116173900;0;0,2;S;PIXEL;/;0;7;Correct;#53C42B;;;845665,8703955833;6336755,010816822
25848;840087;X10;;005;005020180117102906;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE CHARLES PEGUY;a;;0,0;005020180117102906;0;0,2;S;BTX;/;0;6;Correct;#97EBC0;;;845702,0510900817;6337221,130220394
25849;840087;X11;;005;005020180117112715;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE JACQUES PERRET;a;;0,0;005020180117112715;0;0,2;S;BTX;/;0;6;Correct;#BD0C68;;;846066,789497612;6337348,528575493
25850;840087;056;;041;041020180117145007;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE DE MEYNE CLAIRE;d;;0,0;041020180117145007;0;0,2;S;BTX;/;0;5;Correct;#CFBB95;;;846010,3213431288;6338231,240966908
25851;840087;056;;005;005020180117141529;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;CH DE MEYNE CLAIRE;b;;0,0;005020180117141529;0;0,2;S;BTX;/;0;6;Correct;#CFBB95;;;846467,3274875607;6338072,403262077
25852;840087;005;;005;005020180122101809;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ALLEE DE L'ESCADRON 1/5 DE VENDEE;b;;0,0;005020180122101809;0;0,2;S;BTX;/;0;7;Correct;#A16461;;;847504,8905936999;6336905,148045973
25853;840087;067;;041;041020180117160752;;;MAZDA;;BF;125;;;;;;;/;0,0;0,0;Correct;;;;;IMP RUE RUE DE MEYNE CLAIRE;c;;0,0;041020180117160752;0;0,5;AT 5fils;EPA;OUI;0;6;Absente;#71953C;;;846282,8306829329;6338234,163030848
25854;840087;112;;041;041020180125114410;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE DES ARDENNES;b;;0,0;041020180125114410;0;0,5;S;PIXEL;/;0;7;Correct;#97ED90;;;845527,6986706126;6338342,86506808
25855;840087;234;;005;005020180122143605;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE CINSAULT;a;;0,0;005020180122143605;0;0,2;S;BTX;/;0;7;Correct;#99D4D7;;;847794,6721694585;6336776,221073467
25856;840087;014;;005;005020180122153133;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AV DU MARECHAL FOCH;a;;0,0;005020180122153133;0;1,0;S;BTX;/;0;7;Correct;#9B3CEB;;;845201,7311918042;6338690,502725319
